question_num,question_text,response
5,"Чи є дисципліни, які видаються Вам зайвими і непотрібними? Якщо є, напишіть.",Соціально-політисні студії
5,"Чи є дисципліни, які видаються Вам зайвими і непотрібними? Якщо є, напишіть.",Економика
5,"Чи є дисципліни, які видаються Вам зайвими і непотрібними? Якщо є, напишіть.","Філософія,Інженерна графіка"
5,"Чи є дисципліни, які видаються Вам зайвими і непотрібними? Якщо є, напишіть.","Физ.культура, економика, социология, академ живопись и графика"
5,"Чи є дисципліни, які видаються Вам зайвими і непотрібними? Якщо є, напишіть.","физкультура, философия, укр-мова, экономика"
5,"Чи є дисципліни, які видаються Вам зайвими і непотрібними? Якщо є, напишіть.","Економика, философия<br />"
5,"Чи є дисципліни, які видаються Вам зайвими і непотрібними? Якщо є, напишіть.","Логіка, Естетика, Економіка та ін. подібні предмети"
5,"Чи є дисципліни, які видаються Вам зайвими і непотрібними? Якщо є, напишіть.",Социология
5,"Чи є дисципліни, які видаються Вам зайвими і непотрібними? Якщо є, напишіть.",Філософія
5,"Чи є дисципліни, які видаються Вам зайвими і непотрібними? Якщо є, напишіть.","Так, філософія, медецина."
5,"Чи є дисципліни, які видаються Вам зайвими і непотрібними? Якщо є, напишіть.","є ті дисципліни, які я вважаю важливими для розвитку людини і фахівця, АЛЕ їх немає у програмі."
5,"Чи є дисципліни, які видаються Вам зайвими і непотрібними? Якщо є, напишіть.","Філософия, Креслення і т.д."
5,"Чи є дисципліни, які видаються Вам зайвими і непотрібними? Якщо є, напишіть.","corel draw, Инженерная графика."
5,"Чи є дисципліни, які видаються Вам зайвими і непотрібними? Якщо є, напишіть.",Так
5,"Чи є дисципліни, які видаються Вам зайвими і непотрібними? Якщо є, напишіть.",Ні
5,"Чи є дисципліни, які видаються Вам зайвими і непотрібними? Якщо є, напишіть.",Ні
5,"Чи є дисципліни, які видаються Вам зайвими і непотрібними? Якщо є, напишіть.","Економіка, академ. письмо, інженерна графіка"
5,"Чи є дисципліни, які видаються Вам зайвими і непотрібними? Якщо є, напишіть.","Актуальні проблеми української історії та культури; 
<br />Українська мова за професійним спрямуванням; 
<br />Соціально-політичні студії; 
<br />Основи медичних знань і безпеки життєдіяльності;
<br />Соціологія сім’ї та шлюбу;
<br />Основи етнодизайну."
6,Які дисципліни Ви вважаєте найбільш важливими? Напишіть.,"Шрифты, КТД, История искусств"
6,Які дисципліни Ви вважаєте найбільш важливими? Напишіть.,Усі
6,Які дисципліни Ви вважаєте найбільш важливими? Напишіть.,"Дизайн проектирование, ктд, композиция"
6,Які дисципліни Ви вважаєте найбільш важливими? Напишіть.,"Малюнок, живопис, композиція, Проектна графіка, інженерна графіка, шрифт."
6,Які дисципліни Ви вважаєте найбільш важливими? Напишіть.,Комп'ютерні технології в дизайні
6,Які дисципліни Ви вважаєте найбільш важливими? Напишіть.,Проэктна графіка
6,Які дисципліни Ви вважаєте найбільш важливими? Напишіть.,Фахові дисципліни
6,Які дисципліни Ви вважаєте найбільш важливими? Напишіть.,"Основи зовнішньої реклами, основи етнодизайну, КТД, живопис, рисунок"
6,Які дисципліни Ви вважаєте найбільш важливими? Напишіть.,"Живопис ,Рмсунок,Проектна графіка"
6,Які дисципліни Ви вважаєте найбільш важливими? Напишіть.,"Комплексне проектування в рекламі, основи зовнішньої реклами, комп'ютерні технології в дизайні"
6,Які дисципліни Ви вважаєте найбільш важливими? Напишіть.,Ктд
6,Які дисципліни Ви вважаєте найбільш важливими? Напишіть.,"Шрифт;
<br />Комплексне проектування;
<br />Композиція в дизайні;
<br />Інженерна графіка
<br />Комп’ютерні технології в дизайні;
<br />Проєктна графіка;
<br />"
6,Які дисципліни Ви вважаєте найбільш важливими? Напишіть.,психологія та дисципліни за проф спрямуванням
6,Які дисципліни Ви вважаєте найбільш важливими? Напишіть.,"Живопис, Рисунок, КТД, Композиція, Шрифти."
6,Які дисципліни Ви вважаєте найбільш важливими? Напишіть.,"Етнодизайн, КТД 
<br />Все что связано с компьютером.
<br />"
6,Які дисципліни Ви вважаєте найбільш важливими? Напишіть.,Усі.
6,Які дисципліни Ви вважаєте найбільш важливими? Напишіть.,"Живопис, Рисунок, Основи формотворення, основи етнодизайну"
6,Які дисципліни Ви вважаєте найбільш важливими? Напишіть.,"Основи етнодизайну, ктд, основи зонішньої реклами"
6,Які дисципліни Ви вважаєте найбільш важливими? Напишіть.,"Комплексне проектування, ОЗР, композиція в рекламі, Проектна графіка"
6,Які дисципліни Ви вважаєте найбільш важливими? Напишіть.,Компьютерные технологии
6,Які дисципліни Ви вважаєте найбільш важливими? Напишіть.,Технологический дизайн
9,Які дисципліни Ви хотіли би бачити в переліку вибіркових? Напишіть.,Культурологія
9,Які дисципліни Ви хотіли би бачити в переліку вибіркових? Напишіть.,"Иллюстрация, эстамп, фотография, история дизайна  и т.д."
9,Які дисципліни Ви хотіли би бачити в переліку вибіркових? Напишіть.,"Арт-дизайн;
<br />Сучасний дизайн;
<br />
<br />"
9,Які дисципліни Ви хотіли би бачити в переліку вибіркових? Напишіть.,.
9,Які дисципліни Ви хотіли би бачити в переліку вибіркових? Напишіть.,"Інженерна графіка,Філософія"
9,Які дисципліни Ви хотіли би бачити в переліку вибіркових? Напишіть.,"Психологія, іміджелогія"
9,Які дисципліни Ви хотіли би бачити в переліку вибіркових? Напишіть.,"Иностранные языки, логистика"
9,Які дисципліни Ви хотіли би бачити в переліку вибіркових? Напишіть.,Психологію.
9,Які дисципліни Ви хотіли би бачити в переліку вибіркових? Напишіть.,психологія і більше за проф спрямуванням
9,Які дисципліни Ви хотіли би бачити в переліку вибіркових? Напишіть.,Філософія
9,Які дисципліни Ви хотіли би бачити в переліку вибіркових? Напишіть.,-
9,Які дисципліни Ви хотіли би бачити в переліку вибіркових? Напишіть.,Усі
9,Які дисципліни Ви хотіли би бачити в переліку вибіркових? Напишіть.,Не знаю
11,Що Ви можете запропонувати для вдосконалення методики формування індивідуального,Выбросить наконец-то эта методика образования аля «Советского Союза»
11,Що Ви можете запропонувати для вдосконалення методики формування індивідуального,Нічого
11,Що Ви можете запропонувати для вдосконалення методики формування індивідуального,вибір бажаних дисциплін за спеціалізацією
11,Що Ви можете запропонувати для вдосконалення методики формування індивідуального,-
11,Що Ви можете запропонувати для вдосконалення методики формування індивідуального,"Более лояльная возможность перехода на индивид.график. многие работают не по специальности, чтобы обеспечить себя и фтзически не могут присутствовать на парах в положенное время,а заочного обучения нет.<br />Было бы замечательно если была возможность каждому студенту давать индивидуальное занятие(задание) без привязки к точному графику занятий(например с обязательной отработки некоторое количество часов или пленкой в уровне работ) ,в соответствии с его сильными сторонами в дизайне. Тогда у студента есть возможность индивидуально построить график и при этом качественно нарабатывать навыки.Это эффективнее и продуктивнее."
11,Що Ви можете запропонувати для вдосконалення методики формування індивідуального,.
11,Що Ви можете запропонувати для вдосконалення методики формування індивідуального,Не знаю
11,Що Ви можете запропонувати для вдосконалення методики формування індивідуального,Все добре
14,"Чи варто внести зміни до змісту практик і завдань? Якщо так, напишіть, що саме.","Зміни щодо відповідності завдання та спеціалізації. Графічний дизайн - розроблює завдання щодо графічного дизайну, дизайн середовища - відповідно і так далі. 
<br />Наразі цього не спостерігається."
14,"Чи варто внести зміни до змісту практик і завдань? Якщо так, напишіть, що саме.",.
14,"Чи варто внести зміни до змісту практик і завдань? Якщо так, напишіть, що саме.",Дать волю мыслям и разрешать творить .
14,"Чи варто внести зміни до змісту практик і завдань? Якщо так, напишіть, що саме.",Ні
14,"Чи варто внести зміни до змісту практик і завдань? Якщо так, напишіть, що саме.","Хотілося б проходити практику в певних установах (поліграфії, дизайнерські бюро та ін)."
14,"Чи варто внести зміни до змісту практик і завдань? Якщо так, напишіть, що саме.",спрямування на подальшу реальну діяльність студента
14,"Чи варто внести зміни до змісту практик і завдань? Якщо так, напишіть, що саме.","Да, практика далека от реальной работы.<br /><br />Хочется разноплановых заданий,а также умения грамотно продать свой материал, свою работу"
14,"Чи варто внести зміни до змісту практик і завдань? Якщо так, напишіть, що саме.",Нічого
14,"Чи варто внести зміни до змісту практик і завдань? Якщо так, напишіть, що саме.",Ні
15,Що слід покращити в організації практик? Напишіть.,"Зміни варто внести щодо ставлення ведучих керівників практики до студентів.
<br />Вимог багато - викладацього матеріалу мало."
15,Що слід покращити в організації практик? Напишіть.,Не знаю
15,Що слід покращити в організації практик? Напишіть.,.
15,Що слід покращити в організації практик? Напишіть.,Нічого
15,Що слід покращити в організації практик? Напишіть.,"Сделать разноплановые задания и четко поописать требования.<br />Постоянно сталкиваемся с тем,что преподаватель в течении рабоьы меняет требования то к содержанию,то к оформлению,то количеству заданий.и выходит путанница,это очень неорганизовано.<br />"
15,Що слід покращити в організації практик? Напишіть.,-
15,Що слід покращити в організації практик? Напишіть.,Все добре
17,"Чи є дисципліни, які, на Вашу думку, мають забагато матеріалу і завдань і з яких",Ні
17,"Чи є дисципліни, які, на Вашу думку, мають забагато матеріалу і завдань і з яких",Формотвореня
17,"Чи є дисципліни, які, на Вашу думку, мають забагато матеріалу і завдань і з яких",Культурологія
